Time_Frame,TM_Srvc_Type,Time_Frame_Yr,Time_Frame_Mth,Bene_Geo_Desc,Bene_Mdcd_Mdcr_Enrl_Stus,Bene_Race_Desc,Bene_Sex_Desc,Bene_Mdcr_Entlmt_Stus,Bene_Age_Desc,Bene_RUCA_Desc,TM_Bene_Cnt,Tot_Bene_Cnt,TM_Bene_Pct
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arizona,All,All,Male,All,All,All,91760,199821,45.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arizona,All,American Indian / Alaska Native,All,All,All,All,4966,10067,49.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arizona,All,Asian,All,All,All,All,2836,6005,47.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arizona,All,Black/African American,All,All,All,All,9282,17106,54.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arizona,All,Hispanic,All,All,All,All,30194,60224,50.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arizona,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arizona,All,White,All,All,All,All,170713,354683,48.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arizona,Medicare & Medicaid,All,All,All,All,All,52023,104081,50.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arizona,Medicare Only,All,All,All,All,All,170440,352978,48.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arkansas,All,All,All,Aged,All,All,65025,154009,42.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arkansas,All,All,All,All,65-74,All,33854,79143,42.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arkansas,All,All,All,All,75-84,All,23285,55372,42.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arkansas,All,All,All,All,85 and over,All,8718,21991,39.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arkansas,All,All,All,All,All,All,89451,206456,43.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arkansas,All,All,All,All,All,Rural,36462,91784,39.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arkansas,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arkansas,All,All,All,All,All,Urban,52622,113513,46.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arkansas,All,All,All,All,Less than 65,All,23594,49950,47.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arkansas,All,All,All,Disabled,All,All,22854,47661,48.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arkansas,All,All,All,ESRD,All,All,1572,4786,32.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arkansas,All,All,Female,All,All,All,54769,120162,45.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arkansas,All,All,Male,All,All,All,34682,86294,40.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arkansas,All,American Indian / Alaska Native,All,All,All,All,444,879,50.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arkansas,All,Asian,All,All,All,All,325,810,40.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arkansas,All,Black/African American,All,All,All,All,12306,29159,42.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arkansas,All,Hispanic,All,All,All,All,1238,2941,42.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arkansas,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arkansas,All,White,All,All,All,All,74266,170760,43.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arkansas,Medicare & Medicaid,All,All,All,All,All,27607,63973,43.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Arkansas,Medicare Only,All,All,All,All,All,61844,142483,43.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,California,All,All,All,Aged,All,All,950483,1509403,63.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,California,All,All,All,All,65-74,All,466028,734382,63.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,California,All,All,All,All,75-84,All,340551,542097,62.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,California,All,All,All,All,85 and over,All,157786,267810,58.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,California,All,All,All,All,All,All,1095105,1762754,62.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,California,All,All,All,All,All,Rural,69562,129061,53.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,California,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,California,All,All,All,All,All,Urban,1025211,1633117,62.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,California,All,All,All,All,Less than 65,All,130740,218465,59.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,California,All,All,All,Disabled,All,All,122828,197349,62.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,California,All,All,All,ESRD,All,All,21794,56002,38.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,California,All,All,Female,All,All,All,641030,995749,64.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,California,All,All,Male,All,All,All,454075,767005,59.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,California,All,American Indian / Alaska Native,All,All,All,All,3654,6171,59.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,California,All,Asian,All,All,All,All,106864,178700,59.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,California,All,Black/African American,All,All,All,All,78219,122749,63.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,California,All,Hispanic,All,All,All,All,230832,379944,60.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,California,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,California,All,White,All,All,All,All,640863,1022300,62.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,California,Medicare & Medicaid,All,All,All,All,All,330365,576539,57.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,California,Medicare Only,All,All,All,All,All,764740,1186215,64.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Colorado,All,All,All,Aged,All,All,118660,202691,58.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Colorado,All,All,All,All,65-74,All,61644,103932,59.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Colorado,All,All,All,All,75-84,All,39862,68945,57.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Colorado,All,All,All,All,85 and over,All,18148,32407,56.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Colorado,All,All,All,All,All,All,141287,238889,59.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Colorado,All,All,All,All,All,Rural,18885,37542,50.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Colorado,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Colorado,All,All,All,All,All,Urban,122344,201242,60.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Colorado,All,All,All,All,Less than 65,All,21633,33605,64.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Colorado,All,All,All,Disabled,All,All,20935,31823,65.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Colorado,All,All,All,ESRD,All,All,1692,4375,38.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Colorado,All,All,Female,All,All,All,82757,135922,60.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Colorado,All,All,Male,All,All,All,58530,102967,56.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Colorado,All,American Indian / Alaska Native,All,All,All,All,426,722,59.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Colorado,All,Asian,All,All,All,All,1995,3322,60.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Colorado,All,Black/African American,All,All,All,All,5619,8871,63.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Colorado,All,Hispanic,All,All,All,All,15026,25335,59.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Colorado,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Colorado,All,White,All,All,All,All,114439,194427,58.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Colorado,Medicare & Medicaid,All,All,All,All,All,32177,53156,60.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Colorado,Medicare Only,All,All,All,All,All,109110,185733,58.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Connecticut,All,All,All,Aged,All,All,117598,174656,67.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Connecticut,All,All,All,All,65-74,All,56792,79587,71.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Connecticut,All,All,All,All,75-84,All,41711,62074,67.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Connecticut,All,All,All,All,85 and over,All,20267,35636,56.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Connecticut,All,All,All,All,All,All,144727,210668,68.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Connecticut,All,All,All,All,All,Rural,5425,8364,64.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Connecticut,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Connecticut,All,All,All,All,All,Urban,139281,202276,68.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Connecticut,All,All,All,All,Less than 65,All,25957,33371,77.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Connecticut,All,All,All,Disabled,All,All,25195,31808,79.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Connecticut,All,All,All,ESRD,All,All,1934,4204,46.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Connecticut,All,All,Female,All,All,All,85795,122266,70.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Connecticut,All,All,Male,All,All,All,58932,88402,66.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Connecticut,All,American Indian / Alaska Native,All,All,All,All,138,179,77.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Connecticut,All,Asian,All,All,All,All,1985,2853,69.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Connecticut,All,Black/African American,All,All,All,All,12859,18484,69.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Connecticut,All,Hispanic,All,All,All,All,12847,17195,74.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Connecticut,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Connecticut,All,White,All,All,All,All,112128,165181,67.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Connecticut,Medicare & Medicaid,All,All,All,All,All,56685,84177,67.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Connecticut,Medicare Only,All,All,All,All,All,88042,126491,69.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Delaware,All,All,All,Aged,All,All,35753,57073,62.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Delaware,All,All,All,All,65-74,All,19151,29563,64.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Delaware,All,All,All,All,75-84,All,12690,20252,62.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Delaware,All,All,All,All,85 and over,All,4374,8273,52.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Delaware,All,All,All,All,All,All,43452,68857,63.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Delaware,All,All,All,All,All,Rural,12463,19929,62.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Delaware,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Delaware,All,All,All,All,All,Urban,30969,48899,63.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Delaware,All,All,All,All,Less than 65,All,7237,10769,67.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Delaware,All,All,All,Disabled,All,All,6926,10077,68.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Delaware,All,All,All,ESRD,All,All,773,1707,45.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Delaware,All,All,Female,All,All,All,25425,39093,65.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Delaware,All,All,Male,All,All,All,18027,29764,60.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Delaware,All,American Indian / Alaska Native,All,All,All,All,19,38,50.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Delaware,All,Asian,All,All,All,All,494,712,69.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Delaware,All,Black/African American,All,All,All,All,8207,12851,63.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Delaware,All,Hispanic,All,All,All,All,1158,1752,66.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Delaware,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Delaware,All,White,All,All,All,All,32495,51868,62.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Delaware,Medicare & Medicaid,All,All,All,All,All,8750,15007,58.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Delaware,Medicare Only,All,All,All,All,All,34702,53850,64.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,District Of Columbia,All,All,All,Aged,All,All,12100,19402,62.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,District Of Columbia,All,All,All,All,65-74,All,6265,9836,63.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,District Of Columbia,All,All,All,All,75-84,All,4209,6851,61.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,District Of Columbia,All,All,All,All,85 and over,All,1942,3536,54.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,District Of Columbia,All,All,All,All,All,All,15409,25269,61.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,District Of Columbia,All,All,All,All,All,Rural,0,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,District Of Columbia,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,District Of Columbia,All,All,All,All,All,Urban,15409,25263,61.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,District Of Columbia,All,All,All,All,Less than 65,All,2993,5046,59.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,District Of Columbia,All,All,All,Disabled,All,All,2736,4385,62.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,District Of Columbia,All,All,All,ESRD,All,All,573,1482,38.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,District Of Columbia,All,All,Female,All,All,All,9719,15148,64.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,District Of Columbia,All,All,Male,All,All,All,5690,10121,56.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,District Of Columbia,All,American Indian / Alaska Native,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,District Of Columbia,All,Asian,All,All,All,All,188,292,64.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,District Of Columbia,All,Black/African American,All,All,All,All,10684,17829,59.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,District Of Columbia,All,Hispanic,All,All,All,All,656,899,73.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,District Of Columbia,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,District Of Columbia,All,White,All,All,All,All,3503,5660,61.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,District Of Columbia,Medicare & Medicaid,All,All,All,All,All,8269,14201,58.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,District Of Columbia,Medicare Only,All,All,All,All,All,7140,11068,64.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Florida,All,All,All,Aged,All,All,719694,1437155,50.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Florida,All,All,All,All,65-74,All,354870,685860,51.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Florida,All,All,All,All,75-84,All,264470,532616,49.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Florida,All,All,All,All,85 and over,All,108391,237888,45.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Florida,All,All,All,All,All,All,853107,1685020,50.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Florida,All,All,All,All,All,Rural,20063,52118,38.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Florida,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Florida,All,All,All,All,All,Urban,831770,1629714,51.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Florida,All,All,All,All,Less than 65,All,125376,228656,54.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Florida,All,All,All,Disabled,All,All,120322,216040,55.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Florida,All,All,All,ESRD,All,All,13091,31825,41.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Florida,All,All,Female,All,All,All,495214,945260,52.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Florida,All,All,Male,All,All,All,357893,739760,48.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Florida,All,American Indian / Alaska Native,All,All,All,All,611,1280,47.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Florida,All,Asian,All,All,All,All,9549,18094,52.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Florida,All,Black/African American,All,All,All,All,87929,181017,48.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Florida,All,Hispanic,All,All,All,All,175909,272876,64.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Florida,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Florida,All,White,All,All,All,All,561677,1177772,47.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Florida,Medicare & Medicaid,All,All,All,All,All,238724,444022,53.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Florida,Medicare Only,All,All,All,All,All,614383,1240998,49.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Georgia,All,All,All,Aged,All,All,202710,438416,46.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Georgia,All,All,All,All,65-74,All,112278,239281,46.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Georgia,All,All,All,All,75-84,All,70409,154270,45.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Georgia,All,All,All,All,85 and over,All,23348,55689,41.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Georgia,All,All,All,All,All,All,257470,557407,46.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Georgia,All,All,All,All,All,Rural,48427,122482,39.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Georgia,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Georgia,All,All,All,All,All,Urban,208877,434451,48.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Georgia,All,All,All,All,Less than 65,All,51435,108167,47.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Georgia,All,All,All,Disabled,All,All,48478,98062,49.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Georgia,All,All,All,ESRD,All,All,6282,20929,30.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Georgia,All,All,Female,All,All,All,157738,324502,48.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Georgia,All,All,Male,All,All,All,99732,232905,42.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Georgia,All,American Indian / Alaska Native,All,All,All,All,154,297,51.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Georgia,All,Asian,All,All,All,All,3922,8088,48.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Georgia,All,Black/African American,All,All,All,All,72832,163720,44.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Georgia,All,Hispanic,All,All,All,All,5042,10375,48.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Georgia,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Georgia,All,White,All,All,All,All,171341,366546,46.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Georgia,Medicare & Medicaid,All,All,All,All,All,70496,166253,42.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Georgia,Medicare Only,All,All,All,All,All,186974,391154,47.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Hawaii,All,All,All,Aged,All,All,31997,61183,52.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Hawaii,All,All,All,All,65-74,All,15187,29141,52.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Hawaii,All,All,All,All,75-84,All,11456,22037,52.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Hawaii,All,All,All,All,85 and over,All,6200,12070,51.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Hawaii,All,All,All,All,All,All,37070,71252,52.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Hawaii,All,All,All,All,All,Rural,9133,19203,47.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Hawaii,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Hawaii,All,All,All,All,All,Urban,27931,52038,53.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Hawaii,All,All,All,All,Less than 65,All,4227,8004,52.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Hawaii,All,All,All,Disabled,All,All,3683,6664,55.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Hawaii,All,All,All,ESRD,All,All,1390,3405,40.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Hawaii,All,All,Female,All,All,All,20821,38723,53.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Hawaii,All,All,Male,All,All,All,16249,32529,50.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Hawaii,All,American Indian / Alaska Native,All,All,All,All,42,76,55.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Hawaii,All,Asian,All,All,All,All,16968,34725,48.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Hawaii,All,Black/African American,All,All,All,All,382,713,53.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Hawaii,All,Hispanic,All,All,All,All,2531,4927,51.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Hawaii,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Hawaii,All,White,All,All,All,All,12598,22162,56.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Hawaii,Medicare & Medicaid,All,All,All,All,All,7959,17576,45.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Hawaii,Medicare Only,All,All,All,All,All,29111,53676,54.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Idaho,All,All,All,Aged,All,All,30700,75257,40.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Idaho,All,All,All,All,65-74,All,16268,38902,41.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Idaho,All,All,All,All,75-84,All,10866,27163,40.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Idaho,All,All,All,All,85 and over,All,3855,10059,38.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Idaho,All,All,All,All,All,All,39518,92206,42.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Idaho,All,All,All,All,All,Rural,11114,29101,38.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Idaho,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Idaho,All,All,All,All,All,Urban,28402,63099,45.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Idaho,All,All,All,All,Less than 65,All,8529,16082,53.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Idaho,All,All,All,Disabled,All,All,8278,15439,53.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Idaho,All,All,All,ESRD,All,All,540,1510,35.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Idaho,All,All,Female,All,All,All,23329,51717,45.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Idaho,All,All,Male,All,All,All,16189,40489,40.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Idaho,All,American Indian / Alaska Native,All,All,All,All,312,752,41.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Idaho,All,Asian,All,All,All,All,299,654,45.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Idaho,All,Black/African American,All,All,All,All,162,328,49.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Idaho,All,Hispanic,All,All,All,All,1493,3767,39.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Idaho,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Idaho,All,White,All,All,All,All,36474,84891,43.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Idaho,Medicare & Medicaid,All,All,All,All,All,10194,21174,48.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Idaho,Medicare Only,All,All,All,All,All,29324,71032,41.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Illinois,All,All,All,Aged,All,All,283140,508271,55.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Illinois,All,All,All,All,65-74,All,137624,240262,57.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Illinois,All,All,All,All,75-84,All,102057,183661,55.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Illinois,All,All,All,All,85 and over,All,48536,95815,50.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Illinois,All,All,All,All,All,All,346335,614202,56.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Illinois,All,All,All,All,All,Rural,39207,92178,42.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Illinois,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Illinois,All,All,All,All,All,Urban,307030,521860,58.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,04,Illinois,All,All,All,All,Less than 65,All,58118,94464,61.5% 
